Count_cells,ExecutionTime_01LoadImages,ExecutionTime_02TrackObjects,ExecutionTime_03SaveImages,Group_Index,Group_Number,ImageNumber,Metadata_Site,Metadata_Time,ModuleError_01LoadImages,ModuleError_02TrackObjects,ModuleError_03SaveImages,ObjectsFileName_IMAGE_FOR_cells,ObjectsPathName_IMAGE_FOR_cells,ObjectsURL_IMAGE_FOR_cells,TrackObjects_LostObjectCount_cells,TrackObjects_MergeCount_cells,TrackObjects_NewObjectCount_cells,TrackObjects_SplitCount_cells
119.0,0.529999999995,29.65,0.169999999998,455,1,455,1,0455,0,0,0,Cells_s1_t0455.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0455.png,-2,2,0,2
116.0,0.519999999997,29.43,0.170000000002,456,1,456,1,0456,0,0,0,Cells_s1_t0456.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0456.png,2,1,0,0
112.0,0.529999999995,29.55,0.169999999998,457,1,457,1,0457,0,0,0,Cells_s1_t0457.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0457.png,1,1,0,0
115.0,0.519999999997,29.48,0.190000000006,458,1,458,1,0458,0,0,0,Cells_s1_t0458.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0458.png,0,1,0,2
116.0,0.529999999999,29.57,0.170000000002,459,1,459,1,0459,0,0,0,Cells_s1_t0459.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0459.png,0,2,1,2
116.0,0.530000000002,29.48,0.169999999998,460,1,460,1,0460,0,0,0,Cells_s1_t0460.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0460.png,1,0,1,1
116.0,0.509999999998,29.5,0.18,461,1,461,1,0461,0,0,0,Cells_s1_t0461.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0461.png,2,2,0,3
117.0,0.520000000004,29.57,0.169999999998,462,1,462,1,0462,0,0,0,Cells_s1_t0462.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0462.png,1,2,1,3
113.0,0.529999999999,29.66,0.170000000002,463,1,463,1,0463,0,0,0,Cells_s1_t0463.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0463.png,3,1,0,0
111.0,0.519999999997,29.52,0.179999999997,464,1,464,1,0464,0,0,0,Cells_s1_t0464.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0464.png,0,1,0,1
114.0,0.540000000001,29.82,0.18,465,1,465,1,0465,0,0,0,Cells_s1_t0465.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0465.png,0,0,1,2
113.0,0.529999999999,29.69,0.170000000002,466,1,466,1,0466,0,0,0,Cells_s1_t0466.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0466.png,0,2,0,0
115.0,0.530000000002,29.83,0.170000000002,467,1,467,1,0467,0,0,0,Cells_s1_t0467.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0467.png,0,1,0,2
112.0,0.540000000001,29.92,0.169999999998,468,1,468,1,0468,0,0,0,Cells_s1_t0468.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0468.png,3,0,0,2
112.0,0.529999999999,29.9,0.18,469,1,469,1,0469,0,0,0,Cells_s1_t0469.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0469.png,-1,3,0,1
113.0,0.529999999999,29.76,0.170000000002,470,1,470,1,0470,0,0,0,Cells_s1_t0470.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0470.png,0,1,0,2
111.0,0.530000000002,29.85,0.170000000002,471,1,471,1,0471,0,0,0,Cells_s1_t0471.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0471.png,2,0,0,1
113.0,0.540000000001,30.05,0.169999999995,472,1,472,1,0472,0,0,0,Cells_s1_t0472.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0472.png,-1,2,0,1
110.0,0.530000000002,29.83,0.18,473,1,473,1,0473,0,0,0,Cells_s1_t0473.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0473.png,0,1,0,1
114.0,0.52,29.89,0.180000000004,474,1,474,1,0474,0,0,0,Cells_s1_t0474.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0474.png,0,1,0,2
110.0,0.529999999999,29.86,0.190000000002,475,1,475,1,0475,0,0,0,Cells_s1_t0475.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0475.png,3,0,0,0
112.0,0.52,29.83,0.169999999998,476,1,476,1,0476,0,0,0,Cells_s1_t0476.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0476.png,0,1,0,3
117.0,0.52,29.96,0.18,477,1,477,1,0477,0,0,0,Cells_s1_t0477.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0477.png,0,1,2,3
112.0,0.530000000002,29.81,0.18,478,1,478,1,0478,0,0,0,Cells_s1_t0478.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0478.png,3,1,0,0
110.0,0.529999999999,29.75,0.18,479,1,479,1,0479,0,0,0,Cells_s1_t0479.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0479.png,0,3,0,0
109.0,0.529999999995,29.82,0.170000000002,480,1,480,1,0480,0,0,0,Cells_s1_t0480.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0480.png,0,0,0,0
115.0,0.0999999999985,29.86,0.170000000002,481,1,481,1,0481,0,0,0,Cells_s1_t0481.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0481.png,0,0,1,4
112.0,0.529999999999,29.64,0.18,482,1,482,1,0482,0,0,0,Cells_s1_t0482.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0482.png,0,4,1,0
115.0,0.529999999999,29.59,0.169999999998,483,1,483,1,0483,0,0,0,Cells_s1_t0483.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0483.png,0,0,1,3
116.0,0.540000000001,29.59,0.18,484,1,484,1,0484,0,0,0,Cells_s1_t0484.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0484.png,1,0,0,1
115.0,0.52,29.8,0.170000000002,485,1,485,1,0485,0,0,0,Cells_s1_t0485.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0485.png,0,2,0,2
113.0,0.510000000002,29.45,0.18,486,1,486,1,0486,0,0,0,Cells_s1_t0486.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0486.png,3,0,0,0
112.0,0.519999999997,29.63,0.170000000002,487,1,487,1,0487,0,0,0,Cells_s1_t0487.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0487.png,-2,3,0,2
114.0,0.529999999999,29.47,0.170000000002,488,1,488,1,0488,0,0,0,Cells_s1_t0488.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0488.png,1,0,0,1
111.0,0.509999999998,29.5,0.170000000002,489,1,489,1,0489,0,0,0,Cells_s1_t0489.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0489.png,-1,3,0,1
111.0,0.519999999997,29.51,0.18,490,1,490,1,0490,0,0,0,Cells_s1_t0490.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0490.png,2,0,0,0
107.0,0.509999999998,29.46,0.170000000002,491,1,491,1,0491,0,0,0,Cells_s1_t0491.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0491.png,0,2,0,0
110.0,0.519999999997,29.6,0.18,492,1,492,1,0492,0,0,0,Cells_s1_t0492.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0492.png,-1,2,3,0
108.0,0.529999999999,29.67,0.170000000006,493,1,493,1,0493,0,0,0,Cells_s1_t0493.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0493.png,4,0,0,3
108.0,0.529999999999,29.4,0.169999999998,494,1,494,1,0494,0,0,0,Cells_s1_t0494.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0494.png,2,0,0,0
112.0,0.52,29.48,0.169999999998,495,1,495,1,0495,0,0,0,Cells_s1_t0495.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0495.png,-1,1,2,2
115.0,0.529999999999,29.49,0.18,496,1,496,1,0496,0,0,0,Cells_s1_t0496.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0496.png,0,0,0,4
114.0,0.530000000002,29.57,0.169999999995,497,1,497,1,0497,0,0,0,Cells_s1_t0497.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0497.png,1,2,0,1
109.0,0.510000000002,29.45,0.169999999998,498,1,498,1,0498,0,0,0,Cells_s1_t0498.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0498.png,4,2,0,1
108.0,0.529999999999,29.46,0.170000000002,499,1,499,1,0499,0,0,0,Cells_s1_t0499.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0499.png,-3,4,0,1
111.0,0.52,29.46,0.170000000002,500,1,500,1,0500,0,0,0,Cells_s1_t0500.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0500.png,0,1,0,4
111.0,0.530000000002,29.48,0.18,501,1,501,1,0501,0,0,0,Cells_s1_t0501.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0501.png,3,0,0,3
115.0,0.519999999997,29.43,0.190000000002,502,1,502,1,0502,0,0,0,Cells_s1_t0502.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0502.png,0,2,1,4
109.0,0.529999999999,29.52,0.169999999998,503,1,503,1,0503,0,0,0,Cells_s1_t0503.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0503.png,3,2,0,0
107.0,0.529999999995,29.65,0.190000000002,504,1,504,1,0504,0,0,0,Cells_s1_t0504.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0504.png,-1,1,0,0
116.0,0.529999999999,29.43,0.169999999998,505,1,505,1,0505,0,0,0,Cells_s1_t0505.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0505.png,0,0,2,4
113.0,0.519999999997,29.41,0.170000000002,506,1,506,1,0506,0,0,0,Cells_s1_t0506.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0506.png,1,1,0,0
110.0,0.52,29.46,0.179999999997,507,1,507,1,0507,0,0,0,Cells_s1_t0507.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0507.png,2,1,0,1
115.0,0.52,29.4,0.18,508,1,508,1,0508,0,0,0,Cells_s1_t0508.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0508.png,-1,2,0,4
112.0,0.52,29.62,0.170000000002,509,1,509,1,0509,0,0,0,Cells_s1_t0509.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0509.png,2,1,1,0
111.0,0.520000000004,29.4,0.18,510,1,510,1,0510,0,0,0,Cells_s1_t0510.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0510.png,0,2,0,3
113.0,0.519999999997,29.53,0.189999999999,511,1,511,1,0511,0,0,0,Cells_s1_t0511.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0511.png,2,0,0,1
113.0,0.529999999999,29.44,0.170000000002,512,1,512,1,0512,0,0,0,Cells_s1_t0512.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0512.png,0,2,1,2
114.0,0.530000000002,29.61,0.169999999998,513,1,513,1,0513,0,0,0,Cells_s1_t0513.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0513.png,-1,3,0,2
117.0,0.519999999997,29.41,0.18,514,1,514,1,0514,0,0,0,Cells_s1_t0514.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0514.png,1,1,1,4
114.0,0.530000000002,29.58,0.190000000002,515,1,515,1,0515,0,0,0,Cells_s1_t0515.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0515.png,2,1,0,1
115.0,0.529999999999,29.47,0.170000000002,516,1,516,1,0516,0,0,0,Cells_s1_t0516.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0516.png,-1,4,0,3
114.0,0.509999999998,29.5,0.18,517,1,517,1,0517,0,0,0,Cells_s1_t0517.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0517.png,0,2,0,2
112.0,0.509999999998,29.52,0.169999999998,518,1,518,1,0518,0,0,0,Cells_s1_t0518.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0518.png,1,2,0,2
115.0,0.100000000002,30.16,0.169999999998,519,1,519,1,0519,0,0,0,Cells_s1_t0519.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0519.png,-1,1,0,1
115.0,0.539999999997,29.5,0.170000000002,520,1,520,1,0520,0,0,0,Cells_s1_t0520.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0520.png,0,2,0,2
110.0,0.52,29.7,0.179999999997,521,1,521,1,0521,0,0,0,Cells_s1_t0521.png,/Users/bbraun/Documents/Projects/Kras progenitors/colony video/LCA Time Lapse/2013-05-30/130530 CP21/Objects CP21,file:/Users/bbraun/Documents/Projects/Kras%20progenitors/colony%20video/LCA%20Time%20Lapse/2013-05-30/130530%20CP21/Objects%20CP21/Cells_s1_t0521.png,5,0,0,1
